id,wid_11,wid09,eq2_11,eqd2_11,eqd3_11,eqd4_11,eqd5_11,eqd6_11,eqd7_11,eqd8_11,eqd9_11,eqd10_11,eqd11_11,eqd12_11,eqe1_11,eqe2_11,eqe3_11,eqe4_11,eqe5_11,eqe6_11,eqe7_11,eqe8_11,eqf1a_11,eqf1b_11,eqf1c_11,eqf2_11,eqf3_11,eqf4_11,eqg1a_11,eqg1b_11,eqg2a_11,eqg2b_11,eqg3a_11,eqg3b_11,eqg4_11,eqg5a_11,eqg5b_11,eqg6_11,eqg7_11,eqg8_11,eqg9a_11,eqg9b_11,eqg9c_11,eqg9d_11,eqg9e_11,eqg9f_11,eqg9g_11,eqg9h_11,eqg9i_11,eqg10a_11,eqg10b_11,eqg11_11,eqg12_11,eqg13_11,eqg14_11,eqh1_11,eqh2_11,eqi1_11,eqi2_11,eqi3_11,eqi4_11,eqi5_11,eqi6_11,eqi7_11,eqi8_11,eqj1a_11,eqj1ba_11,eqj1bb_11,eqj1bc_11,eqj1bd_11,eqj1be_11,eqj1bf_11,eqj1bg_11,eqj2_11,eqj3_11,eqj4_11,eqk1a_11,eqk1b_11,eqk1c_11,eqk1d_11,eqk1e_11,eqk2a_11,eqk2b_11,eqk2c_11,eqk2d_11,eqk2e_11,eqk2f_11
1243,2,9,HCMC,Sales Worker,Other,Female,1982,Yes,No,2010,Yes,,Yes,Not married,Secondary school,,,No,Primary school,Manufacturing and Construction,Primary school,Manufacturing and Construction,Production Worker,Private firm,Manufacturing and Construction,4,More than sufficient,Other,Combined,Cash,6,8,Month,1700,Yes,Same,Yes,Yes,1700,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,,Second most important,Most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,35,20,1991,2005
1243,1,9,HCMC,Office Worker,Other,Male,1987,Yes,No,2010,No,Rural,No,Not married,High school,,,No,None,Agriculture,None,Agriculture,Production Worker,Private firm,Manufacturing and Construction,5,More than sufficient,Other,Combined,Cash,6,8,Month,1700,Yes,Same,Yes,Yes,1700,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,No,Yes,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,,Second most important,Most important,Third most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,40,14,1997,2005
1246,2,2,HCMC,Production Worker,Member of Owners HH,Female,1979,Yes,No,2004,Yes,,Yes,Married,High school,,,No,High school,Manufacturing and Construction,Secondary school,Manufacturing and Construction,Sales Worker,Private firm,Manufacturing and Construction,6,Sufficient,Other,,,6,8,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,Yes,,Most important,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,132,3,1980,2001
1246,1,2,HCMC,Manager,Member of Owners HH,Male,1977,Yes,No,2004,Yes,,Yes,Married,Technical worker/professional secondary,4121,2007,No,College/University/post-graduate,Services,High school,Services,Manager,Private firm,Manufacturing and Construction,3,Sufficient,Other,,,6,8,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,Yes,,Most important,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,125,5,1975,2005
1246,3,2,HCMC,Production Worker,Member of Owners HH,Female,1983,Yes,No,2004,Yes,,Yes,Married,High school,,,No,Secondary school,Manufacturing and Construction,Secondary school,Manufacturing and Construction,Production Worker,Other,Manufacturing and Construction,1,Sufficient,Other,,,6,8,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,Yes,,Most important,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,Pemanent non-contained house,75,10,1986,2008
1249,1,9,HCMC,Production Worker,Other,Male,1979,Yes,No,2010,Yes,,Yes,Married,Secondary school,,,No,Secondary school,Manufacturing and Construction,Secondary school,Services,Production Worker,Private firm,Manufacturing and Construction,8,More than sufficient,Better salary,Piece rate,Cash,6,8,Month,2000,Yes,Higher,No,Yes,2000,No,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Other,None of the above,,,,,,,,,No,,,Most important,Second most important,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,30,10,2000,2010
1280,3,9,HCMC,Manager,Member of Owners HH,Male,1958,Yes,No,1998,Yes,,No,Married,Technical worker without certificate,2234,,No,Primary school,Services,Primary school,Services,Production Worker,Other,Manufacturing and Construction,4,More than sufficient,Other,,,6,8,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,41,22,1989,
1280,1,1,HCMC,Production Worker,"Relative of owner, but not living in the same HH",Male,1970,Yes,No,1998,Yes,,No,Married,Primary school,,,No,Primary school,Services,Primary school,Services,Did not work,,,,,,Time rate,Cash,6,8,Month,1500,Yes,Higher,Yes,Yes,1500,No,No,Yes,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Unsettled house and other,30,13,1998,
1280,2,2,HCMC,Production Worker,"Relative of owner, but not living in the same HH",Male,1973,Yes,No,1998,Yes,,Yes,Married,Primary school,,,No,Primary school,Services,Primary school,Services,Did not work,,,,,,Time rate,Cash,6,8,Month,1500,Yes,Higher,Yes,Yes,1500,No,No,Yes,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Unsettled house and other,36,15,1996,
1284,1,1,HCMC,Production Worker,Other,Male,1980,Yes,No,2000,Yes,,Yes,Married,Technical worker without certificate,,2009,No,Technical worker without certificate,Manufacturing and Construction,High school,Manufacturing and Construction,Production Worker,Other,Manufacturing and Construction,11,Sufficient,Other,Time rate,Cash,6,8,Month,1800,No,Higher,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,No,Yes,Other,Yes,No,,Relative working in firm,None of the above,Yes,2001,Yes,15,More job security,No,No,,,,,Second most important,Most important,,,,No,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,25,31,1975,
1291,2,1,HCMC,Professional Worker,Other,Female,1979,Yes,Yes,2006,No,Urban,No,Married,College/University/post-graduate,5324,2004,Yes,College/University/post-graduate,Services,High school,Manufacturing and Construction,Professional Worker (Requires Uni Degree),Private firm,Services,5,Sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,2100,Yes,Same,Yes,Yes,2000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,Friend/acquaintance working in firm,Several of the above,Yes,2011,Yes,20,Secures that employer pays social benifits,No,No,,Yes,,,,,Most important,Second most important,Third most important,No,No,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,Pemanent non-contained house,46,3,1997,
1291,1,1,HCMC,Production Worker,"Relative of owner, but not living in the same HH",Male,1979,Yes,Yes,2010,Yes,,No,Married,Secondary school,,,No,Secondary school,Services,Primary school,Services,Production Worker,Other,Agriculture,1,Sufficient,Better working condition,Time rate,Cash,6,8,Month,1800,Yes,Same,Yes,Yes,1800,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Other,Yes,Yes,Yes,"Owner, who is a relative",Several of the above,Yes,2011,Yes,20,Secures that employer pays social benifits,No,No,,Yes,,,,,Most important,Second most important,Third most important,No,No,Help related to medicine,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,48,3,2008,
1299,2,9,HCMC,Production Worker,Other,Male,1990,Yes,Yes,2010,No,Rural,No,Not married,Secondary school,,,Yes,High school,Agriculture,Secondary school,Agriculture,Production Worker,Private firm,Services,3,Sufficient,Better for health,Time rate,Cash,6,8,Month,1400,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Other,No,No,No,Friend/acquaintance working in firm,Interview,No,,,,,,,,Yes,,Most important,,Second most important,,,Third most important,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,25,10,1993,2008
1299,1,9,HCMC,Office Worker,Other,Female,1985,Yes,Yes,2009,No,Rural,No,Not married,College/University/post-graduate,5046,2010,Yes,High school,Agriculture,Secondary school,Agriculture,Professional Worker (Requires Uni Degree),Private firm,Manufacturing and Construction,4,Sufficient,Better use of skills/experience,Time rate,Cash,6,8,Month,1600,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Not necessary at moment,No,No,Yes,Friend/acquaintance working in firm,Interview,Yes,2009,Yes,50,Secures that employer pays social benifits,No,No,,Yes,,Third most important,,Most important,,Second most important,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Unsettled house and other,20,25,1975,1999
1299,3,9,HCMC,Production Worker,Other,Male,1990,Yes,Yes,2010,No,Rural,No,Not married,Secondary school,,,Yes,High school,Agriculture,Secondary school,Agriculture,Production Worker,Private firm,Services,3,Sufficient,Better for health,Time rate,Cash,6,8,Month,1400,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Not necessary at moment,No,No,No,Friend/acquaintance working in firm,Interview,No,,,,,,,,Yes,Most important,,Second most important,,Third most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,20,15,1987,2005
1299,4,9,HCMC,Office Worker,Other,Male,1979,Yes,Yes,2008,No,Rural,No,Married,Technical certificate/Elementary worker,2284,2004,Yes,High school,Agriculture,Secondary school,Agriculture,Service Worker,Private firm,Services,8,Sufficient,Other,Time rate,Cash,6,8,Month,1700,Yes,Higher,Yes,Yes,1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I prefer to save up myself,No,No,,Through employment agency,Interview,Yes,2008,Yes,50,Secures that employer pays social benifits,No,No,,Yes,Most important,,Third most important,Second most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,30,22,1989,2010
1352,1,2,Ha Tay,Production Worker,Member of Owners HH,Female,1971,Yes,No,1994,Yes,,Yes,Married,Technical worker without certificate,2252,1990,No,Secondary school,Manufacturing and Construction,Secondary school,Manufacturing and Construction,Production Worker,Private firm,Manufacturing and Construction,4,Sufficient,Other,,,5,9,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Other,No,Yes,Yes,Other,None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,120,0,2011,
1356,1,9,Ha Tay,Production Worker,Member of Owners HH,Male,1958,Yes,Yes,1993,Yes,,No,Married,Technical worker without certificate,2252,1986,Yes,High school,Agriculture,High school,Agriculture,Production Worker,Other,Agriculture,18,More than sufficient,Better use of skills/experience,,,,9,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,None of the above,,,,,,,,,No,,,,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,60,10,2001,2010
1358,1,9,Ha Tay,Production Worker,Other,Male,1968,Yes,No,2008,Yes,,Yes,Married,Technical worker without certificate,2252,1987,No,None,Agriculture,None,Agriculture,Production Worker,Other,Services,20,Sufficient,Better salary,Time rate,Cash,7,8,Month,6000,Yes,Higher,,Yes,1000,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,No,,Other,None of the above,,,,,,,,,No,Second most important,,,Third most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,70,5,2006,
1358,2,9,Ha Tay,Production Worker,Other,Male,1982,Yes,No,2004,No,Rural,No,Married,Technical worker without certificate,2252,2000,No,Primary school,Agriculture,None,Agriculture,Production Worker,Other,Services,4,Sufficient,Other,Time rate,Cash,7,8,Month,6000,Yes,Higher,,Yes,1000,No,No,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,Yes,No,,Other,None of the above,,,,,,,,,No,Second most important,,,Third most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Unsettled house and other,62,8,2003,
1366,1,1,Ha Tay,Production Worker,"Relative of owner, but not living in the same HH",Female,1950,Yes,No,2001,Yes,,Yes,Married,Primary school,,,No,Secondary school,Agriculture,Primary school,Agriculture,Production Worker,Private firm,Manufacturing and Construction,20,Sufficient,Closer to home,Time rate,Cash,6,8,Month,3000,Yes,Higher,Yes,Yes,400,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,,,Yes,Most important,,Third most important,,Second most important,,,No,No,Don't know,Yes,Yes,No,No,Yes,Yes,Unsettled house and other,65,60,,2006
1366,2,2,Ha Tay,Production Worker,"Relative of owner, but not living in the same HH",Male,1967,Yes,No,2008,Yes,,Yes,Married,Secondary school,,,No,Secondary school,Agriculture,Secondary school,Agriculture,Did not work,,,,,,Combined,Cash,6,8,Month,3200,Yes,Higher,Yes,Yes,200,No,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,,,Yes,Most important,,Second most important,,Third most important,,,No,No,Help related to medicine,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,40,1971,2004
1372,2,6,Ha Tay,Production Worker,Other,Female,1991,Yes,No,2008,Yes,,Yes,Not married,Technical worker without certificate,2254,2011,No,Secondary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Services,0,Not sufficient,Closer to home,Time rate,Cash,7,8,Month,3000,No,Higher,,Yes,500,Yes,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,,,,,,No,No,Help related to medicine,No,Yes,Yes,No,Yes,Yes,Permanent self-contained house,80,30,1981,2002
1372,1,9,Ha Tay,Production Worker,Other,Female,1980,Yes,No,2000,Yes,,Yes,Married,Technical worker without certificate,2254,2001,No,Secondary school,Agriculture,Secondary school,Agriculture,Production Worker,Other,Services,0,Sufficient,Closer to home,Time rate,Cash,7,8,Month,3000,No,Higher,,Yes,500,Yes,No,No,No,No,No,No,No,No,No,No,No,Too expensive,Yes,No,,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,100,21,1990,2007
1373,2,9,Ha Tay,Production Worker,"Relative of owner, but not living in the same HH",Female,1985,Yes,No,2007,Yes,,Yes,Married,Technical worker without certificate,2254,2007,Yes,Primary school,Services,Secondary school,Services,Production Worker,Other,Services,4,Not sufficient,Other,Time rate,Cash,6,8,Month,2000,No,Same,,Yes,400,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,No,No,No,Permanent self-contained house,80,23,1980,
1373,1,9,Ha Tay,Production Worker,"Relative of owner, but not living in the same HH",Female,1984,Yes,No,2006,Yes,,Yes,Married,Technical worker without certificate,2254,2003,Yes,Primary school,Services,Primary school,Services,Production Worker,Other,Services,3,Sufficient,Other,Time rate,Cash,6,8,Month,2000,No,Same,,Yes,400,No,No,No,No,No,No,No,No,No,No,No,No,Too expensive,Yes,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,No,Yes,Permanent self-contained house,100,7,2004,
1374,1,9,Ha Tay,Production Worker,Other,Female,1972,Yes,No,2008,Yes,,Yes,Married,Technical worker without certificate,2254,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Services,10,Sufficient,Better working condition,Time rate,Cash,7,8,Month,2000,Yes,Same,No,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Laid off,No,Yes,Yes,No,Yes,No,Permanent self-contained house,50,18,1993,
1374,2,9,Ha Tay,Production Worker,Other,Female,1978,Yes,No,2008,Yes,,Yes,Married,Technical worker without certificate,2254,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Services,15,Sufficient,Better working condition,Time rate,Cash,7,8,Month,2000,Yes,Same,No,Yes,500,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,No,,Friend/acquaintance working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Laid off,No,Yes,Yes,No,Yes,No,Permanent self-contained house,100,20,1991,
1374,3,1,Ha Tay,Manager,Member of Owners HH,Female,1969,Yes,No,1992,Yes,,Yes,Married,Technical worker without certificate,2254,,No,Primary school,Services,Primary school,Manufacturing and Construction,Production Worker,Other,Services,5,More than sufficient,Other,Other/Not paid,NA,7,8,Month,,,NA,,,,No,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,No,,"Owner, who is a relative",None of the above,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Villa,500,19,1992,
1375,1,2,Ha Tay,Production Worker,"Relative of owner, but not living in the same HH",Male,1988,No,No,2011,No,Rural,No,Not married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Did not work,,,,,,Time rate,Cash,7,8,Day,100,Yes,Higher,Yes,No,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a friend",On-the-job test (carried out by experienced worker),,,,,,,,,No,Most important,Second most important,,,,,,No,No,Laid off,No,No,No,No,No,No,semi-permanent house,60,1,,
1375,2,2,Ha Tay,Production Worker,Other,Male,1984,No,No,2011,No,Rural,No,Married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,1,Not sufficient,Better salary,Time rate,Cash,7,8,Day,100,Yes,Higher,Yes,No,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,I prefer to save up myself,No,No,,"Owner, who is a friend",On-the-job test (carried out by experienced worker),,,,,,,,,No,Most important,Second most important,,,,,,No,Yes,Laid off,Yes,Yes,Yes,No,Yes,No,semi-permanent house,60,1,,
1378,1,9,Ha Tay,Production Worker,Other,Male,1975,Yes,No,2005,Yes,,Yes,Married,Technical worker without certificate,2254,1998,Yes,Primary school,Services,Primary school,Services,Production Worker,Other,Services,13,More than sufficient,Better salary,Time rate,Cash,6,8,Month,2500,Yes,Higher,,Yes,300,No,No,No,No,No,No,No,No,No,No,No,No,Too expensive,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,90,17,1994,
1378,3,9,Ha Tay,Office Worker,Other,Female,1984,Yes,Yes,2007,Yes,,Yes,Married,College/University/post-graduate,5234,2007,No,Primary school,Agriculture,Secondary school,Agriculture,Did not work,,,,,,Time rate,Cash,6,8,Month,3000,Yes,Higher,,Yes,400,No,No,No,No,No,No,No,No,No,No,No,No,Other,No,Yes,Yes,Relative working in firm,None of the above,,,,,,,,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,120,10,2001,
1378,2,9,Ha Tay,Production Worker,Other,Male,1980,Yes,No,2001,Yes,,Yes,Married,Technical worker without certificate,2254,2001,Yes,Primary school,Services,Primary school,Services,Production Worker,Other,Services,3,Not sufficient,Better salary,Time rate,Cash,6,8,Month,2500,Yes,Higher,,Yes,300,No,No,No,No,No,No,No,No,No,No,No,No,Too expensive,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,70,12,1999,
1384,3,1,Ha Tay,Professional Worker,Other,Female,1980,Yes,Yes,2003,Yes,,Yes,Married,Technical worker/professional secondary,3634,2002,No,None,Agriculture,None,Agriculture,Office Worker,Other,Agriculture,0,Sufficient,Better use of skills/experience,Percent of Sales,Cash,7,8,Month,3000,Yes,Higher,Yes,Yes,2000,,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,"Owner, who is a friend",None of the above,Yes,2003,Yes,20,Better information about alternative job offers,No,No,,,Most important,Second most important,,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,6,2005,
1384,2,2,Ha Tay,Production Worker,Other,Female,1990,Yes,Yes,2007,Yes,,Yes,Married,Technical worker without certificate,2252,2005,Yes,None,Agriculture,None,Agriculture,Production Worker,Other,Agriculture,0,Sufficient,Closer to home,Percent of Sales,Cash,7,8,Month,3000,Yes,Higher,Yes,Yes,2000,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2008,Yes,20,Better information about alternative job offers,No,No,,Yes,Most important,Second most important,,,Third most important,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,Permanent self-contained house,120,21,,
1384,1,2,Ha Tay,Production Worker,Other,Female,1987,Yes,Yes,2007,No,Rural,No,Not married,Technical worker without certificate,2252,2003,Yes,Primary school,Agriculture,None,Agriculture,Production Worker,Other,Agriculture,0,Sufficient,Better salary,Percent of Sales,Cash,7,8,Month,2900,Yes,Higher,Yes,Yes,2000,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),Yes,2008,Yes,20,"Other, specify",No,No,,Yes,Most important,Second most important,,,Third most important,,,No,No,Don't know,No,No,Yes,No,No,Yes,Unsettled house and other,180,24,,
1393,1,1,Ha Tay,Production Worker,Other,Male,1987,Yes,No,2008,Yes,,Yes,Not married,Technical worker without certificate,2254,2006,Yes,Secondary school,Agriculture,Primary school,Agriculture,Production Worker,Other,Agriculture,3,Not sufficient,Closer to home,Piece rate,Cash,5,7,Day,100,No,Higher,Yes,Yes,300,Yes,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Most important,,Third most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,80,12,1999,
1396,1,1,Ha Tay,Production Worker,Other,Male,1988,Yes,No,2008,Yes,,Yes,Not married,Technical worker without certificate,2254,2005,Yes,Secondary school,Agriculture,Secondary school,Agriculture,Production Worker,Other,Agriculture,0,Sufficient,Closer to home,Time rate,Cash,6,8,Month,2800,Yes,Higher,Yes,Yes,1000,Yes,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Friend/acquaintance working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Second most important,,Third most important,,Most important,,,No,No,Don't know,No,No,Yes,No,Yes,Yes,semi-permanent house,65,12,1999,2006
1404,1,1,Ha Tay,Production Worker,Other,Female,1975,Yes,No,2007,Yes,,Yes,Married,High school,,,Yes,Secondary school,Agriculture,Secondary school,Agriculture,Production Worker,Private firm,Services,14,Sufficient,Closer to home,Piece rate,Cash,6,8,Month,2000,No,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Low quality of services,Yes,No,,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,Second most important,,,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,200,10,2001,
1404,2,2,Ha Tay,Production Worker,Other,Female,1987,Yes,No,2009,Yes,,Yes,Not married,High school,,,Yes,Secondary school,Agriculture,Secondary school,Agriculture,Production Worker,Private firm,Services,2,Sufficient,Closer to home,Piece rate,Cash,6,8,Month,2000,No,Higher,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Low quality of services,Yes,No,,Friend/acquaintance working in firm,None of the above,No,,,,,,,,No,,,,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,170,20,1991,
1432,1,2,Long An,Manager,Owner,Male,1975,Yes,No,2004,Yes,,No,Married,Technical worker without certificate,2252,2006,Yes,Secondary school,Agriculture,Secondary school,Agriculture,Production Worker,Private firm,Manufacturing and Construction,10,Sufficient,Better salary,,,6,4,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,No,"Owner, who is a relative",None of the above,No,,,,,,,,No,,,,,,,,No,No,Don't know,No,Yes,No,No,No,Yes,Unsettled house and other,66,3,2008,
1432,2,2,Long An,Production Worker,Member of Owners HH,Male,1974,Yes,No,2004,Yes,,No,Married,Secondary school,,,Yes,Secondary school,Manufacturing and Construction,Secondary school,Agriculture,Did not work,,,,,,,,6,6,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,No,"Owner, who is a relative",None of the above,No,,,,,,,,No,,,,,,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,Unsettled house and other,66,3,2008,
1445,1,2,Long An,Manager,Member of Owners HH,Female,1946,Yes,No,2008,Yes,,Yes,Married,Secondary school,,,No,Primary school,Agriculture,Primary school,Manufacturing and Construction,Manager,Other,Manufacturing and Construction,0,Sufficient,Other,,,5,6,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,,,No,,,Most important,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,250,50,1961,
1482,1,9,Long An,Professional Worker,Other,Female,1966,Yes,Yes,2006,Yes,,Yes,Not married,Technical worker/professional secondary,5034,2006,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Private firm,Agriculture,8,Sufficient,Closer to home,Time rate,Cash,6,8,Month,2400,No,Higher,Yes,Yes,400,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Other,Yes,No,No,Relative working in firm,On-the-job test (carried out by experienced worker),,,,,,,,,No,Third most important,,Second most important,,Most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,80,15,1992,2000
1482,2,9,Long An,Production Worker,Other,Female,1960,Yes,Yes,2005,Yes,,Yes,Not married,Secondary school,,,No,Primary school,Agriculture,Primary school,Agriculture,Production Worker,Private firm,Agriculture,9,Sufficient,Closer to home,Piece rate,Cash,6,6,Day,2800,No,Higher,Yes,Yes,400,No,No,No,No,No,No,No,No,No,No,No,No,Other,No,Yes,Yes,Relative working in firm,None of the above,,,,,,,,,No,Third most important,,Second most important,,Most important,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,semi-permanent house,100,18,1990,2005
