id,wid_09,wid07,eq1_09,eqd2_09,eqd4_09,eqd5_09,eqd6_09,eqd7_09,eqd8_09,eqd9_09,eqd10_09,eqd11_09,eqd12_09,eqe1_09,eqe2_09,eqe3_09,eqe4_09,eqe5_09,eqe6_09,eqe7_09,eqe8_09,eqf1a_09,eqf1b_09,eqf1c_09,eqf2_09,eqf3_09,eqf4_09,eqg1a_09,eqg1b_09,eqg2a_09,eqg2b_09,eqg3a_09,eqg3b_09,eqg4_09,eqg5a_09,eqg5b_09,eqg6_09,eqg7_09,eqg8_09,eqg9a_09,eqg9b_09,eqg9c_09,eqg9d_09,eqg9e_09,eqg9f_09,eqg9g_09,eqg9h_09,eqg10a_09,eqg10b_09,eqg11_09,eqg12_09,eqg13_09,eqg14_09,eqh1_09,eqh2_09,eqi1_09,eqi2_09,eqi3_09,eqi4_09,eqi5_09,eqi6_09,eqi7_09,eqi8_09,eqj1a_09,eqj1ba_09,eqj1bb_09,eqj1bc_09,eqj1bd_09,eqj1be_09,eqj1bf_09,eqj1bg_09,eqj2_09,eqj3_09,eqj4_09,eqk1a_09,eqk1b_09,eqk1c_09,eqk1d_09,eqk1e_09,eqk2a_09,eqk2b_09,eqk2c_09,eqk2d_09,eqk2e_09,eqk2f_09
2409,1,98,Ha Tay,Manager,Female,1966,Yes,No,10,Yes,,Yes,Married,3,,,No,3,Agriculture,1,Agriculture,Production Worker,Other,Agriculture,5,Sufficient,Other,Combined,Combined,5,10,Month,2000,Yes,Same,Yes,Yes,1000,No,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,No,"Owner, who is a relative",None of the above,,,,,,,No,,No,Second most important,,Most important,,Third most important,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,330,15,1992,
2428,1,98,Ha Tay,Production Worker,Female,1964,Yes,No,6,Yes,,Yes,Married,3,,,Yes,,Agriculture,,Agriculture,Production Worker,Private firm,Services,26,Sufficient,Closer to home,Time rate,Cash,7,8,Month,1300,Yes,Same,Yes,Yes,200,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,"Owner, who is a friend",None of the above,Yes,2007,No,,Secures that employer pays social benifits,No,No,,Yes,Most important,,,Third most important,,Second most important,,No,No,Nothing,No,Yes,No,No,No,Yes,Permanent self-contained house,94,19,1990,
2428,2,98,Ha Tay,Production Worker,Male,1990,Yes,No,4,Yes,,Yes,Not married,3,,,Yes,,Agriculture,,Agriculture,Did not work,,,,,,Time rate,Cash,7,8,Month,1100,Yes,Same,Yes,Yes,200,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,Yes,Yes,Yes,Other,On-the-job test (carried out by experienced worker),Yes,2007,No,,Secures that employer pays social benifits,No,No,,Yes,Most important,,Second most important,Third most important,,,,No,No,Nothing,Yes,Yes,Yes,Yes,Yes,No,Permanent self-contained house,40,19,1990,
2430,1,98,Ha Tay,Service Worker,Female,1972,Yes,No,17,Yes,,Yes,Married,3,,,No,3,Agriculture,3,Agriculture,Production Worker,Other,Agriculture,2,Not sufficient,Closer to home,Other/Not paid,,7,8,,,,,,,,,,,,,,,,,No,No,Not necessary at moment,No,Yes,Yes,Other,None of the above,,,,,,,No,,No,Second most important,,Most important,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,85,4,2005,
2430,2,98,Ha Tay,Production Worker,Male,1973,Yes,No,4,Yes,,Yes,Married,6,2252,2000,No,6,Agriculture,3,Agriculture,Production Worker,Other,Agriculture,5,Not sufficient,Closer to home,Time rate,Cash,7,8,Month,2005,Yes,Higher,Yes,Yes,200,Yes,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,No,,No,Second most important,,Most important,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,110,36,1973,
2459,2,98,Phu Tho,Production Worker,Male,1970,Yes,No,4,Yes,,Yes,Married,3,,,Yes,,,2,Agriculture,Production Worker,Private firm,Manufacturing and Construction,16,Sufficient,Better salary,Piece rate,Cash,6,8,Month,1800,No,Higher,Yes,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,On-the-job test (carried out by experienced worker),,,,,,,No,,No,Second most important,,,,Most important,,,No,No,Laid off,No,Yes,Yes,No,Yes,Yes,semi-permanent house,120,3,2006,
2459,1,98,Phu Tho,Production Worker,Male,1958,Yes,No,3,Yes,,Yes,Married,4,,,Yes,,,,,Production Worker,Private firm,Manufacturing and Construction,28,Sufficient,Better salary,Piece rate,Cash,6,8,Month,1400,No,Higher,Yes,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,On-the-job test (carried out by experienced worker),,,,,,,No,,No,Second most important,,,,Most important,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,150,7,2002,2009
2462,1,1,Phu Tho,Production Worker,Male,1982,Yes,No,7,Yes,,Yes,Married,2,,,Yes,4,Manufacturing and Construction,2,Agriculture,Production Worker,Other,Agriculture,4,Not sufficient,Other,Other/Not paid,Combined,7,10,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,On-the-job test (carried out by experienced worker),,,,,,,No,,No,Most important,,,,,,,No,No,Laid off,No,No,Yes,No,Yes,No,Permanent self-contained house,150,7,1988,2005
2462,2,98,Phu Tho,Production Worker,Male,1959,Yes,No,7,Yes,,Yes,Married,2,,,Yes,,,,,Production Worker,Other,Agriculture,28,Not sufficient,Better salary,Time rate,Cash,5,7,Day,30,No,Higher,Yes,,,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,Other,On-the-job test (carried out by experienced worker),,,,,,,No,,No,Most important,,,,,,,No,No,Laid off,No,Yes,Yes,No,Yes,Yes,Permanent self-contained house,200,10,1999,2007
2469,1,6,Phu Tho,Production Worker,Male,1957,Yes,No,29,Yes,,Yes,Married,3,,,No,,,2,Agriculture,Production Worker,Other,Agriculture,10,More than sufficient,Other,Other/Not paid,Combined,0,,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,None of the above,,,,,,,No,,No,Most important,,Second most important,,,,,No,No,Don't know,Yes,Yes,No,No,No,Yes,semi-permanent house,75,3,2006,
2474,1,98,Phu Tho,Production Worker,Female,1963,Yes,No,28,Yes,,Yes,Married,3,,,Yes,4,Manufacturing and Construction,4,Manufacturing and Construction,Production Worker,Other,Manufacturing and Construction,4,Sufficient,Other,Other/Not paid,Combined,0,8,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,None of the above,,,,,,,No,,No,Second most important,,,,Most important,,,No,No,Laid off,No,Yes,Yes,No,Yes,No,Permanent self-contained house,80,7,2002,
2474,2,98,Phu Tho,Production Worker,Male,1982,Yes,No,9,Yes,,Yes,Married,2,,,Yes,4,Manufacturing and Construction,3,Manufacturing and Construction,Production Worker,Other,Manufacturing and Construction,0,Not sufficient,Other,Other/Not paid,Combined,0,9,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,None of the above,,,,,,,No,,No,Second most important,,,,Most important,,,No,No,Laid off,No,No,Yes,No,No,No,Permanent self-contained house,15,7,2002,
2487,1,98,Phu Tho,Production Worker,Male,1962,Yes,No,9,Yes,,Yes,Married,3,,,No,3,Manufacturing and Construction,3,Manufacturing and Construction,Production Worker,Other,Manufacturing and Construction,18,Sufficient,Better salary,Time rate,Cash,7,8,Day,90,No,Same,No,Yes,200,No,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,"Owner, who is a friend",None of the above,,,,,,,No,,No,Most important,,,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,300,35,,2009
2489,1,6,Phu Tho,Production Worker,Female,1967,Yes,No,12,Yes,,No,Married,3,,,Yes,3,Agriculture,3,Agriculture,Production Worker,Other,Agriculture,12,Not sufficient,Better working condition,Other/Not paid,Combined,0,,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,100,9,2000,
2490,1,98,Phu Tho,Production Worker,Male,1986,Yes,No,2,Yes,,Yes,Not married,7,4221,2007,Yes,,,,Services,Did not work,,,,,,Time rate,Cash,7,8,Month,1700,No,Higher,Yes,Yes,100,Yes,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Relative working in firm,None of the above,,,,,,,No,,No,Most important,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,30,13,1982,2007
2490,2,98,Phu Tho,Production Worker,Male,1977,Yes,No,8,Yes,,Yes,Married,7,4286,2001,Yes,,,,Agriculture,Did not work,,,,,,Time rate,Cash,6.5,8,Month,1750,Yes,Same,Yes,Yes,50,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Most important,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,200,6,2003,2006
2491,1,1,Phu Tho,Production Worker,Female,1955,Yes,No,19,Yes,,Yes,Married,3,,,No,1,Agriculture,1,Agriculture,Production Worker,Other,Agriculture,1,Sufficient,Other,Other/Not paid,Combined,0,,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,,,,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,230,29,1980,2004
2503,1,98,Phu Tho,Production Worker,Female,1977,Yes,No,12,Yes,,Yes,Married,2,,,No,4,,3,Manufacturing and Construction,Did not work,,,,,,Time rate,Cash,3,10,Day,50,No,Same,No,No,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Other,None of the above,,,,,,,No,,No,Second most important,,Most important,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,100,9,2000,
2505,2,98,Phu Tho,Production Worker,Female,1980,Yes,No,12,Yes,,Yes,Married,2,,,Yes,4,Services,3,Agriculture,Did not work,,,,,,Other/Not paid,Combined,0,,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Other,None of the above,,,,,,,No,,No,,,,,Most important,,,No,No,Don't know,No,No,Yes,No,Yes,No,Permanent self-contained house,150,17,1992,2001
2505,1,1,Phu Tho,Production Worker,Female,1953,Yes,No,24,Yes,,Yes,Married,3,,,No,2,,2,Agriculture,Production Worker,Other,Agriculture,10,Not sufficient,Other,Other/Not paid,Combined,0,,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Other,None of the above,,,,,,,No,,No,,,,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,150,17,1992,2001
2507,1,98,Phu Tho,Production Worker,Female,1956,Yes,No,20,Yes,,Yes,Married,4,,,No,,,,,Production Worker,Other,Agriculture,8,Sufficient,Other,Other/Not paid,Combined,5,10,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,No,,No,,,Most important,,,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,120,55,1947,2003
2515,2,98,Phu Tho,Production Worker,Male,1970,Yes,No,4,Yes,,Yes,Married,3,,,Yes,2,Agriculture,3,Agriculture,Production Worker,Other,Agriculture,15,Not sufficient,Better salary,Combined,Cash,5,8,Day,50,No,Higher,Yes,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Second most important,,Most important,,,,,No,No,Laid off,No,Yes,Yes,No,Yes,Yes,Permanent self-contained house,120,3,2006,
2515,1,98,Phu Tho,Production Worker,Male,1960,Yes,No,3,Yes,,Yes,Married,2,,,Yes,2,Agriculture,,,Production Worker,Other,Manufacturing and Construction,27,Sufficient,Other,Combined,Cash,5,8,Day,50,No,Higher,Yes,,,Yes,No,No,No,No,No,No,No,No,No,No,Too expensive,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,Second most important,,Most important,,,,,No,No,Laid off,No,Yes,No,No,Yes,Yes,Permanent self-contained house,150,19,1990,2001
2520,1,98,Phu Tho,Manager,Female,1972,Yes,No,9,Yes,,Yes,Married,4,,,Yes,,Agriculture,,Agriculture,Production Worker,FDI firm,Agriculture,3,Not sufficient,Other,Other/Not paid,Combined,7,6,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,,,,,Most important,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,200,2,2007,
2520,2,98,Phu Tho,Production Worker,Male,1976,Yes,No,6,Yes,,Yes,Married,3,,,Yes,,Agriculture,,Agriculture,Production Worker,Other,Services,10,Sufficient,Better working condition,Time rate,Cash,5.5,8,Month,1300,No,Higher,Yes,Yes,100,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,No,,No,,,,,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,100,9,2000,
2526,1,98,Phu Tho,Production Worker,Male,1981,Yes,No,6,Yes,,Yes,Married,3,,,No,2,Agriculture,2,Agriculture,Did not work,,,,,,Combined,Cash,7,6,Day,60,No,Higher,Yes,Yes,300,Yes,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,Other,None of the above,,,,,,,No,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Unsettled house and other,200,20,1988,2008
2540,1,98,Phu Tho,Production Worker,Female,1974,Yes,No,9,Yes,,Yes,Married,3,,,No,2,Agriculture,2,Agriculture,Did not work,,,,,,Other/Not paid,Combined,0,,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,Other,None of the above,,,,,,,No,,No,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,Permanent self-contained house,60,8,2001,
2565,1,1,Phu Tho,Production Worker,Female,1975,Yes,No,13,Yes,,No,Married,4,,,Yes,8,Manufacturing and Construction,4,Services,Production Worker,SOE,Manufacturing and Construction,3,Not sufficient,Other,Other/Not paid,Combined,7,8,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,No,,No,Second most important,,,,Most important,,,No,No,Laid off,No,Yes,Yes,No,Yes,Yes,Permanent self-contained house,220,5,1986,2006
2565,2,98,Phu Tho,Production Worker,Male,1980,Yes,No,4,Yes,,Yes,Not married,4,,,Yes,4,Manufacturing and Construction,3,Agriculture,Production Worker,Private firm,Manufacturing and Construction,5,Not sufficient,Better salary,Time rate,Cash,7,8,Month,2000,No,Higher,Yes,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Other,None of the above,,,,,,,No,,No,Second most important,,,,Most important,,,No,No,Nothing,No,No,Yes,No,Yes,No,Permanent self-contained house,150,19,1990,2007
2573,3,98,Phu Tho,Service Worker,Female,1966,Yes,Yes,7,Yes,,No,Married,4,,,No,4,Services,4,Services,Production Worker,FDI firm,Manufacturing and Construction,16,Sufficient,Better salary,Time rate,Cash,6.5,9,Month,1800,No,Higher,Yes,Yes,100,No,No,No,No,No,No,No,No,No,No,No,Other,Yes,No,,Other,On-the-job test (carried out by experienced worker),,,,,,,No,,Yes,,,,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,450,9,2000,
2573,2,98,Phu Tho,Production Worker,Male,1980,Yes,No,8,Yes,,Yes,Married,3,,,Yes,,Agriculture,,Agriculture,Production Worker,Private firm,Manufacturing and Construction,1,Sufficient,Better working condition,Piece rate,Cash,7,8,Month,1700,Yes,Same,No,Yes,100,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Other,Yes,No,,Friend/acquaintance working in firm,None of the above,,,,,,,No,,Yes,Most important,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,60,1,2008,
2573,1,98,Phu Tho,Production Worker,Female,1977,Yes,No,8,Yes,,Yes,Married,4,,,Yes,,,,Agriculture,Production Worker,Private firm,Manufacturing and Construction,2,Not sufficient,Better working condition,Piece rate,Cash,5,8,Month,1000,Yes,Same,No,Yes,100,No,No,No,No,No,Yes,No,No,No,No,Yes,Other,Yes,Yes,No,Other,On-the-job test (carried out by experienced worker),,,,,,,No,,Yes,Most important,,,,,,,No,No,Laid off,Yes,Yes,Yes,No,Yes,No,semi-permanent house,80,29,1980,2003
2573,4,98,Phu Tho,Sales Worker,Female,1986,Yes,No,1,Yes,,Yes,Married,7,4234,2007,Yes,4,Manufacturing and Construction,3,Agriculture,Office Worker,Private firm,Services,1,More than sufficient,Closer to home,Time rate,Cash,7,8,Month,1250,No,Same,No,Yes,100,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Job advertisement,None of the above,,,,,,,No,,Yes,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Permanent self-contained house,200,5,2004,2009
2601,2,98,Quang Nam,Production Worker,Female,1971,Yes,No,12,Yes,,No,Married,3,,,No,,Services,,Services,Production Worker,Private firm,Manufacturing and Construction,2,Not sufficient,Other,Piece rate,Cash,7,8.5,Month,1300,No,Same,Yes,Yes,500,Yes,No,No,No,No,No,No,No,No,No,No,Too expensive,Yes,No,,"Owner, who is a relative",None of the above,,,,,,,No,,Yes,Most important,,,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,No,Yes,Unsettled house and other,80,2,2007,
2601,1,1,Quang Nam,Production Worker,Male,1965,Yes,No,10,Yes,,Yes,Married,4,,,No,4,Services,2,Agriculture,Did not work,,,,,,Time rate,Cash,7,8.5,Day,70,No,Higher,Yes,Yes,5000,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,No,,Yes,Most important,,,,,,,No,No,Don't know,No,Yes,Yes,Yes,Yes,Yes,Unsettled house and other,135,7,2002,
2606,2,1,Quang Nam,Sales Worker,Female,1970,Yes,No,9,Yes,,Yes,Married,4,,,Yes,8,Services,8,Services,Did not work,,,,,,Other/Not paid,Combined,6,8,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Other,None of the above,,,,,,,No,,No,Most important,,Third most important,,Second most important,,,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,70,22,1987,
2606,1,98,Quang Nam,Production Worker,Female,1976,Yes,No,7,Yes,,Yes,Married,2,,,No,,Agriculture,,Agriculture,Production Worker,Other,Manufacturing and Construction,1,Sufficient,Other,Time rate,Cash,7,8,Month,900,No,Higher,Yes,Yes,100,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Other,None of the above,,,,,,,No,,No,Most important,,Third most important,,Second most important,,,No,No,Don't know,Yes,Yes,No,No,Yes,Yes,Unsettled house and other,250,10,1999,
2610,2,1,Quang Nam,Production Worker,Male,1978,Yes,No,5,Yes,,Yes,Married,3,,,No,3,Manufacturing and Construction,1,Agriculture,Production Worker,Other,Agriculture,5,Not sufficient,Better working condition,Other/Not paid,Combined,0,,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,,,Most important,Second most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,60,30,1979,
2610,1,98,Quang Nam,Production Worker,Male,1978,Yes,No,5,Yes,,Yes,Married,6,2252,,No,1,Agriculture,1,Agriculture,Production Worker,Private firm,Services,4,Not sufficient,Better working condition,Time rate,Cash,7,8,Month,1800,Yes,Higher,Yes,Yes,400,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,,,Most important,Second most important,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,100,15,1994,2004
2612,2,98,Quang Nam,Production Worker,Male,1980,Yes,No,14,Yes,,Yes,Married,2,,,No,1,Agriculture,1,Agriculture,Production Worker,Other,Agriculture,2,Not sufficient,Better salary,Time rate,Cash,5,8,Month,1200,Yes,Higher,Yes,Yes,400,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,Friend/acquaintance working in firm,None of the above,,,,,,,No,,No,,,Third most important,Second most important,Most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,120,10,1989,
2612,1,1,Quang Nam,Production Worker,Male,1962,Yes,No,16,Yes,,Yes,Married,3,,,No,1,Agriculture,1,Agriculture,Production Worker,Other,Agriculture,5,Not sufficient,Better salary,Time rate,Cash,5,8,Month,1200,Yes,Higher,Yes,Yes,400,No,No,No,No,No,No,No,No,No,No,No,I prefer to save up myself,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,No,,,Third most important,Most important,Second most important,,,No,No,Nothing,Yes,Yes,Yes,No,Yes,Yes,Unsettled house and other,100,15,1994,
2614,3,98,Quang Nam,Production Worker,Male,1982,Yes,No,3,Yes,,Yes,Not married,4,,,No,3,Agriculture,3,Agriculture,Did not work,,,,,,Combined,Cash,6,8,Month,1500,No,Same,No,Yes,300,No,No,No,No,No,No,No,No,No,No,No,Other,No,Yes,Yes,Friend/acquaintance working in firm,Several of the above,,,,,,,No,,No,Third most important,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,100,15,1984,2006
2614,2,98,Quang Nam,Production Worker,Male,1980,Yes,No,3,Yes,,Yes,Not married,4,,,No,3,Agriculture,3,Agriculture,Did not work,,,,,,Combined,Cash,6,8,Month,1500,No,Same,No,Yes,300,No,No,No,No,No,No,No,No,No,No,No,Other,No,Yes,Yes,Friend/acquaintance working in firm,Several of the above,,,,,,,No,,No,Second most important,,Most important,,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,80,10,1999,2001
2614,1,98,Quang Nam,Manager,Female,1984,Yes,No,3,Yes,,Yes,Married,7,4234,2004,No,5,Manufacturing and Construction,4,Services,Did not work,,,,,,Other/Not paid,Combined,5,8,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Other,None of the above,,,,,,,No,,No,Third most important,,Most important,,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Permanent self-contained house,150,12,1997,2004
2618,1,1,Quang Nam,Professional Worker,Male,1981,Yes,No,4,Yes,,Yes,Married,8,5221,2005,No,3,Manufacturing and Construction,4,Manufacturing and Construction,Did not work,,,,,,Other/Not paid,Combined,6,8,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,Yes,Yes,"Owner, who is a relative",None of the above,,,,,,,No,,Yes,,,,,,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,80,19,1990,1998
2618,4,98,Quang Nam,Manager,Male,1978,Yes,No,1,Yes,,Yes,Married,8,5234,2003,No,3,Manufacturing and Construction,4,Manufacturing and Construction,Sales Worker,Private firm,Services,4,More than sufficient,Closer to home,Other/Not paid,Combined,6,8,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Not necessary at moment,No,No,,"Owner, who is a relative",None of the above,,,,,,,No,,Yes,,,,,,,,No,No,Laid off,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,80,19,1990,1998
2618,2,98,Quang Nam,Production Worker,Male,1984,Yes,No,6,Yes,,Yes,Married,4,,,Yes,,Manufacturing and Construction,,Agriculture,Did not work,,,,,,Time rate,Cash,6,8,Day,90,Yes,Higher,Yes,Yes,500,Yes,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,No,,Yes,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,50,9,2000,
2618,3,6,Quang Nam,Production Worker,Male,1978,Yes,No,14,Yes,,Yes,Married,4,,,Yes,,Agriculture,,Agriculture,Did not work,,,,,,Time rate,Cash,6,8,Day,100,Yes,Higher,Yes,Yes,500,Yes,No,No,No,No,Yes,No,No,No,No,No,Not necessary at moment,Yes,Yes,Yes,Friend/acquaintance working in firm,None of the above,,,,,,,No,,Yes,,,,,,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,Yes,semi-permanent house,50,19,1990,
2620,3,98,Quang Nam,Production Worker,Male,1975,Yes,No,3,Yes,,Yes,Not married,4,,,No,4,Agriculture,4,Agriculture,Production Worker,Private firm,Manufacturing and Construction,10,Not sufficient,Other,Combined,Cash,5,8,Month,1500,No,Same,No,Yes,300,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Friend/acquaintance working in firm,Several of the above,,,,,,,No,,No,,,Most important,Second most important,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,No,No,semi-permanent house,80,20,1989,2001
2620,1,98,Quang Nam,Manager,Female,1970,Yes,No,4,Yes,,Yes,Married,4,,,No,4,Agriculture,4,Agriculture,Did not work,,,,,,Other/Not paid,Combined,0,,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Other,None of the above,,,,,,,No,,No,,,Most important,Third most important,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,semi-permanent house,150,44,1965,2004
2620,2,98,Quang Nam,Office Worker,Female,1989,Yes,No,2,Yes,,Yes,Not married,7,4234,2009,No,7,Manufacturing and Construction,4,Agriculture,Did not work,,,,,,Other/Not paid,Combined,0,,,,No,Same,,,,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Other,None of the above,,,,,,,No,,No,,,Most important,Third most important,Second most important,,,No,No,Don't know,Yes,Yes,Yes,Yes,Yes,No,semi-permanent house,150,44,1965,2004
2620,4,98,Quang Nam,Production Worker,Male,1980,Yes,No,3,Yes,,Yes,Married,4,,,No,4,Agriculture,4,Agriculture,Production Worker,Private firm,Manufacturing and Construction,6,Not sufficient,Other,Combined,Cash,5,8,Month,1500,No,Same,No,Yes,300,No,No,No,No,No,No,No,No,No,No,No,Other,No,No,,Friend/acquaintance working in firm,Several of the above,,,,,,,No,,No,,,Most important,Second most important,Third most important,,,No,No,Don't know,Yes,Yes,Yes,No,Yes,No,semi-permanent house,85,14,1995,2006
2621,1,98,Quang Nam,Production Worker,Male,1965,Yes,No,2,Yes,,Yes,Married,3,,,No,1,Agriculture,1,Agriculture,Did not work,,,,,,Piece rate,Cash,6,8,Month,2000,No,Higher,Yes,Yes,300,No,No,No,No,No,No,No,No,No,No,Yes,Other,Yes,Yes,No,"Owner, who is a friend",None of the above,,,,,,,No,,No,Second most important,,Most important,,,,,No,No,Don't know,No,Yes,Yes,No,Yes,Yes,Unsettled house and other,100,14,1995,2005
